message_id,label,label_num,message
59,ham,0,Tell where you reached
60,ham,0,Yes..gauti and sehwag out of odi series.
61,ham,0,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.
62,ham,0,Ha ha ha good joke. Girls are situation seekers.
63,ham,0,Its a part of checking IQ
64,ham,0,"Sorry my roommates took forever, it ok if I come by now?"
65,ham,0,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.
66,spam,1,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589"
67,ham,0,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."
68,spam,1,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
69,spam,1,"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!"
70,ham,0,I plane to give on this month end.
71,ham,0,Wah lucky man... Then can save money... Hee...
72,ham,0,Finished class where are you.
73,ham,0,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX
74,ham,0,K..k:)where are you?how did you performed?
75,ham,0,U can call me now...
76,ham,0,I am waiting machan. Call me once you free.
77,ham,0,Thats cool. i am a gentleman and will treat you with dignity and respect.
78,ham,0,I like you peoples very much:) but am very shy pa.
79,ham,0,Does not operate after  &lt;#&gt;  or what
80,ham,0,Its not the same here. Still looking for a job. How much do Ta's earn there.
81,ham,0,"Sorry, I'll call later"
82,ham,0,K. Did you call me just now ah? 
83,ham,0,Ok i am on the way to home hi hi
84,ham,0,You will be in the place of that man
85,ham,0,Yup next stop.
86,ham,0,"I call you later, don't have network. If urgnt, sms me."
87,ham,0,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.
88,ham,0,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.
89,ham,0,I'm really not up to it still tonight babe
90,ham,0,"Ela kano.,il download, come wen ur free.."
91,ham,0,Yeah do! Don‘t stand to close tho- you‘ll catch something!
92,ham,0,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. 
93,ham,0,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
94,spam,1,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!
95,ham,0,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?
96,spam,1,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"
97,ham,0,Watching telugu movie..wat abt u?
98,ham,0,i see. When we finish we have loads of loans to pay
99,ham,0,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?"""
100,ham,0,I see a cup of coffee animation
101,ham,0,Please don't text me anymore. I have nothing else to say.
102,ham,0,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx
103,ham,0,I'm still looking for a car to buy. And have not gone 4the driving test yet.
104,ham,0,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
105,ham,0,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston."
106,ham,0,Umma my life and vava umma love you lot dear
107,ham,0,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.
108,ham,0,"Aight, I'll hit you up when I get some cash"
109,ham,0,How would my ip address test that considering my computer isn't a minecraft server
110,ham,0,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...
111,ham,0,Dont worry. I guess he's busy.
112,ham,0,What is the plural of the noun research?
113,ham,0,Going for dinner.msg you after.
114,ham,0,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.
115,spam,1,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm
116,ham,0,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?"
117,ham,0,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
118,spam,1,You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) 
119,ham,0,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! 
120,ham,0,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.
121,spam,1,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
122,spam,1,"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM"
123,ham,0,here is my new address -apples&pairs&all that malarky
124,spam,1,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app
125,ham,0,I am going to sao mu today. Will be done only at 12 
126,ham,0,Ü predict wat time ü'll finish buying?
127,ham,0,"Good stuff, will do."
128,ham,0,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise."
129,ham,0,Are you there in room.
130,ham,0,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx
131,ham,0,K..k:)how much does it cost?
132,ham,0,I'm home.
133,ham,0,"Dear, will call Tmorrow.pls accomodate."
134,ham,0,First answer my question.
135,spam,1,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone
136,spam,1,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p
137,ham,0,I only haf msn. It's yijue@hotmail.com
138,ham,0,He is there. You call and meet him
139,ham,0,No no. I will check all rooms befor activities
140,spam,1,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again
141,ham,0,Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...
142,ham,0,"K, text me when you're on the way"
143,ham,0,"Sir, Waiting for your mail."
144,ham,0,"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8"
145,ham,0,I know you are. Can you pls open the back?
146,ham,0,Yes see ya not on the dot
147,ham,0,Whats the staff name who is taking class for us?
148,spam,1,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end"
149,ham,0,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.
150,ham,0,K..i deleted my contact that why?
151,ham,0,Sindu got job in birla soft ..
152,ham,0,The wine is flowing and i'm i have nevering..
153,ham,0,Yup i thk cine is better cos no need 2 go down 2 plaza mah.
154,ham,0,Ok... Ur typical reply...
155,ham,0,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
156,ham,0,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one."
157,ham,0,Aaooooright are you at work?
158,ham,0,I'm leaving my house now...
159,ham,0,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?"
160,spam,1,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery
161,spam,1,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
162,ham,0,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life
163,ham,0,New car and house for my parents.:)i have only new job in hand:)
164,ham,0,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.
165,spam,1,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468
166,spam,1,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu"
167,ham,0,I place all ur points on e cultures module already.
168,spam,1,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only
169,ham,0,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?"
170,ham,0,Great escape. I fancy the bridge but needs her lager. See you tomo 
171,ham,0,Yes :)it completely in out of form:)clark also utter waste.
172,ham,0,"Sir, I need AXIS BANK account no and bank address."
173,ham,0,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... "
174,ham,0,What time you coming down later? 
175,ham,0,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... "
176,ham,0,"Well, i'm gonna finish my bath now. Have a good...fine night."
177,ham,0,Let me know when you've got the money so carlos can make the call
178,ham,0,U still going to the mall?
179,ham,0,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth"
180,ham,0,Text her. If she doesnt reply let me know so i can have her log in
181,ham,0,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
182,ham,0,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend
183,ham,0,Lol no. U can trust me.
184,ham,0,ok. I am a gentleman and will treat you with dignity and respect.
185,ham,0,"He will, you guys close?"
186,ham,0,Going on nothing great.bye
187,ham,0,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?
188,ham,0,"Haha awesome, be there in a minute"
189,spam,1,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
190,ham,0,Have you got Xmas radio times. If not i will get it now
191,ham,0,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...
192,spam,1,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk
193,ham,0,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|
194,ham,0,Hi :)finally i completed the course:)
195,ham,0,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.
196,ham,0,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
197,ham,0,Gud mrng dear hav a nice day
198,ham,0,Did u got that persons story
199,ham,0,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? 
200,ham,0,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx
201,ham,0,"Found it, ENC  &lt;#&gt; , where you at?"
202,ham,0,I sent you  &lt;#&gt;  bucks
203,ham,0,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx
204,ham,0,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
205,ham,0,Goodmorning sleeping ga.
206,ham,0,U call me alter at 11 ok.
207,ham,0,Ü say until like dat i dun buy ericsson oso cannot oredi lar...
208,ham,0,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
209,ham,0,"Aight yo, dats straight dogg"
210,ham,0,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill
211,ham,0,Both :) i shoot big loads so get ready!
212,ham,0,"What's up bruv, hope you had a great break. Do have a rewarding semester."
213,ham,0,Home so we can always chat
214,ham,0,K:)k:)good:)study well.
215,ham,0,Yup... How ü noe leh...
216,ham,0,Sounds great! Are you home now?
217,ham,0,Finally the match heading towards draw as your prediction.
218,ham,0,Tired. I haven't slept well the past few nights.
219,ham,0,Easy ah?sen got selected means its good..
220,ham,0,I have to take exam with march 3
221,ham,0,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.
222,ham,0,Ok no prob. Take ur time.
223,ham,0,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..
224,ham,0,"Sorry, I'll call later"
225,ham,0,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.
226,spam,1,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18"
227,ham,0,Would really appreciate if you call me. Just need someone to talk to.
228,spam,1,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES"
229,ham,0,Hey company elama po mudyadhu.
230,ham,0,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . ."
231,ham,0,Dear good morning now only i am up
232,ham,0,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.
233,ham,0,Dear we are going to our rubber place
234,ham,0,"Sorry battery died, yeah I'm here"
235,ham,0,Yes:)here tv is always available in work place..
236,spam,1,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence
237,ham,0,I have printed it oh. So  &lt;#&gt;  come upstairs
238,ham,0,Or ill be a little closer like at the bus stop on the same street
239,ham,0,Where are you?when wil you reach here?
240,ham,0,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
241,spam,1,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
242,ham,0,Tomarrow final hearing on my laptop case so i cant.
243,ham,0,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx
244,ham,0,"Okay. No no, just shining on. That was meant to be signing, but that sounds better."
245,ham,0,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched..."
246,ham,0,U don't remember that old commercial?
247,ham,0,Too late. I said i have the website. I didn't i have or dont have the slippers
248,ham,0,I asked you to call him now ok
249,ham,0,Kallis wont bat in 2nd innings.
250,ham,0,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.
251,spam,1,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
252,ham,0,Ranjith cal drpd Deeraj and deepak 5min hold
253,ham,0,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
254,ham,0,What you doing?how are you?
255,ham,0,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff."
256,ham,0,"I'm back, lemme know when you're ready"
257,ham,0,Don't necessarily expect it to be done before you get back though because I'm just now headin out
258,ham,0,Mmm so yummy babe ... Nice jolt to the suzy
259,ham,0,Where are you lover ? I need you ...
260,spam,1,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
261,ham,0,I‘m parked next to a MINI!!!! When are you coming in today do you think?
262,ham,0,Yup
263,ham,0,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.
264,ham,0,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*
265,spam,1,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698
266,ham,0,Why you Dint come with us.
267,ham,0,Same. Wana plan a trip sometme then
268,ham,0,"Not sure yet, still trying to get a hold of him"
269,spam,1,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT
270,ham,0,The evo. I just had to download flash. Jealous?
271,spam,1,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.
272,ham,0,"Come to mu, we're sorting out our narcotics situation"
273,ham,0,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay."
274,spam,1,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
275,ham,0,"Usf I guess, might as well take 1 car"
276,ham,0,No objection. My bf not coming.
277,ham,0,Thanx...
278,ham,0,Tell rob to mack his gf in the theater
279,ham,0,"Awesome, I'll see you in a bit"
280,ham,0,Just sent it. So what type of food do you like?
281,ham,0,All done? All handed in? Celebrations in full swing yet?
282,ham,0,You got called a tool?
283,ham,0,"""Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch"" gdeve.."
284,ham,0,Ok. I asked for money how far
285,ham,0,Okie...
286,ham,0,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down"
287,ham,0,"K, I might come by tonight then if my class lets out early"
288,ham,0,Ok..
289,ham,0,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx
290,ham,0,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
291,ham,0,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense."
292,ham,0,Hey you told your name to gautham ah?
293,ham,0,Haf u found him? I feel so stupid da v cam was working.
294,ham,0,Oops. 4 got that bit.
295,ham,0,Are you this much buzy
296,ham,0,I accidentally deleted the message. Resend please.
297,spam,1,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply
298,ham,0,Unless it's a situation where YOU GO GURL would be more appropriate
299,ham,0,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
300,ham,0,I cant pick the phone right now. Pls send a message
301,ham,0,Need a coffee run tomo?Can't believe it's that time of week already
302,ham,0,"Awesome, I remember the last time we got somebody high for the first time with diesel :V"
303,ham,0,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?"
304,ham,0,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? 
305,ham,0,He is a womdarfull actor
306,spam,1,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE"
307,ham,0,Yup... From what i remb... I think should be can book... 
308,ham,0,Jos ask if u wana meet up?
309,ham,0,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.
310,spam,1,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468"
311,ham,0,Where are the garage keys? They aren't on the bookshelf
312,ham,0,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
313,spam,1,"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week"
314,ham,0,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week
315,ham,0,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost."
316,ham,0,You made my day. Do have a great day too.
317,ham,0,K.k:)advance happy pongal.
318,ham,0,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao..."
319,ham,0,"Not really dude, have no friends i'm afraid :("
320,spam,1,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
321,ham,0,"Coffee cake, i guess..."
322,ham,0,"Merry Christmas to you too babe, i love ya *kisses*"
323,ham,0,Hey... Why dont we just go watch x men and have lunch... Haha 
324,ham,0,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x
325,ham,0,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week
326,ham,0,No problem. How are you doing?
327,ham,0,No calls..messages..missed calls
328,ham,0,Hi da:)how is the todays class?
329,ham,0,"I'd say that's a good sign but, well, you know my track record at reading women"
330,ham,0,"Cool, text me when you're parked"
331,ham,0,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light
332,ham,0,K.k:)apo k.good movie.
333,ham,0,Maybe i could get book out tomo then return it immediately ..? Or something.
334,spam,1,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!
335,ham,0,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.
336,spam,1,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.
337,ham,0,"Ta-Daaaaa! I am home babe, are you still up ?"
